CASE_NUMBER,CASE_SUBMITTED,DECISION_DATE,VISA_CLASS,EMPLOYMENT_START_DATE,EMPLOYMENT_END_DATE,EMPLOYER_NAME,EMPLOYER_BUSINESS_DBA,EMPLOYER_ADDRESS,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,AGENT_REPRESENTING_EMPLOYER,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,NEW_EMPLOYMENT,CONTINUED_EMPLOYMENT,CHANGE_PREVIOUS_EMPLOYMENT,NEW_CONCURRENT_EMP,CHANGE_EMPLOYER,AMENDED_PETITION,FULL_TIME_POSITION,PREVAILING_WAGE,PW_WAGE_LEVEL,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,H1B_DEPENDENT,WILLFUL_VIOLATOR,SUPPORT_H1B,LABOR_CON_AGREE,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,ORIGINAL_CERT_DATE,CASE_STATUS
I-200-18227-851844,08/15/2018,08/21/2018,H-1B,02/06/2019,02/05/2022,"FLAT WORLD BUSINESS SYSTEMS, INC.",,612 ST. JAMES PL.,COPPELL,TX,UNITED STATES OF AMERICA,,3035964837,,Y,"PATIL, MANJU",LA PALMA,CA,SOFTWARE ARCHITECT,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541519,1,0,1,0,0,0,0,Y,85467,Level II,OES,2018,OFLC ONLINE DATA CENTER,92000,0,N,N,NA,,FORTH WORTH,TARRANT,TX,,CERTIFIED
I-200-18226-354828,08/16/2018,08/22/2018,H-1B,08/21/2018,08/20/2021,ACCENTURE LLP,N/A,161 N CLARK STREET,CHICAGO,IL,UNITED STATES OF AMERICA,N/A,0013126930,,N,",",,,COMPUTER PROGRAMMER / CONFIGURER 2,15-1131,COMPUTER PROGRAMMERS,5416,1,0,1,0,0,0,0,Y,48131,Level II,OES,2018,OFLC ONLINE DATA CENTER',56400,0,N,N,NA,Y,BLOOMINGTON,MCLEAN,IL,,CERTIFIED
I-200-18226-924356,08/16/2018,08/22/2018,H-1B,08/21/2018,08/20/2021,ACCENTURE LLP,N/A,161 N CLARK STREET,CHICAGO,IL,UNITED STATES OF AMERICA,N/A,0013126930,,N,",",,,COMPUTER SYSTEMS ANALYST 3,15-1121,COMPUTER SYSTEMS ANALYSTS,5416,1,0,1,0,0,0,0,Y,90563,Level III,OES,2018,OFLC ONLINE DATA CENTER',90563,0,N,N,NA,Y,NAPERVILLE,DU PAGE,IL,,CERTIFIED
I-200-18219-008160,08/16/2018,08/20/2018,H-1B,08/21/2018,08/20/2021,RANIAL SYSTEMS INC.,,"100 FRANKLYN SQUARE DRIVE, SUITE 204",SOMERSET,NJ,UNITED STATES OF AMERICA,,9174350700,,Y,"TAYLOR, MARC",NEW YORK,NY,CEO & PRINCIPAL PROGRAM MANAGER,11-1011,CHIEF EXECUTIVES,511210,1,0,0,0,0,1,0,N,100,Level I,OES,2018,OFLC ONLINE DATA CENTER,100,0,N,N,,,SOMERSET,NEW JERSEY,NJ,,DENIED
I-200-18228-196637,08/16/2018,08/20/2018,H-1B,09/01/2018,08/31/2021,DREXEL UNIVERSITY,,3141 CHESTNUT STREET,PHILADELPHIA,PA,UNITED STATES OF AMERICA,,2158952502,,N,",",,,RESEARCH ASSISTANT PROFESSOR,25-1071,"HEALTH SPECIALTIES TEACHERS, POSTSECONDARY",611310,1,0,0,0,0,1,0,Y,40760,Level I,OES,2018,,82000,0,N,N,NA,Y,PHILADELPHIA,PHILADELPHIA,PA,,DENIED
I-203-18198-261325,07/17/2018,07/19/2018,E-3 Australian,09/03/2018,09/03/2020,"ARES MANAGEMENT & CONSULTING, INC.",ADVANCED REAL ESTATE SERVICES,4120 30TH STREET,SAN DIEGO,CA,UNITED STATES OF AMERICA,,6195211993,,N,",",,,SYSTEMS ENGINEER,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",5313,1,1,0,0,0,0,0,Y,42.56,Level I,OES,2018,OFLC ONLINE DATA CENTER,45,50,,,,,SAN DIEGO,CA,CA,,DENIED
I-200-18197-450549,08/16/2018,08/20/2018,H-1B,09/20/2018,09/19/2019,UNIVERSITY OF WASHINGTON,UNIVERSITY OF WASHINGTON SEATTLE/TACOMA/BOTHELL,GERBERDING HALL,SEATTLE,WA,UNITED STATES OF AMERICA,,2065433392,,N,",",,,RESEARCH ASSOCIATE,19-1021,BIOCHEMISTS AND BIOPHYSICISTS,611310,1,1,0,0,0,0,0,Y,41579,Level I,OES,2018,,48432,0,N,N,NA,,SEATTLE,WA,WA,,DENIED
I-200-18205-087453,08/15/2018,08/21/2018,H-1B,09/01/2018,08/31/2021,ELIZABETH GLASER PEDIATRIC AIDS FOUNDATION,N/A,"1140 CONNECTICUT AVE, NW",WASHINGTON,DC,UNITED STATES OF AMERICA,N/A,2022969165,,Y,"KAMAL, BASIM",WASHINGTON,DC,"TECHNICAL DIRECTOR, PROJECT DELTA",11-9111,MEDICAL AND HEALTH SERVICES MANAGERS,54171,1,0,1,0,0,0,0,Y,136157,Level III,OES,2018,OFLC ONLINE DATA CENTER - ACWIA EDUCATION INDUSTRY DATABASE,153000,0,N,N,NA,,WASHINGTON,DISTRICT OF COLUMBIA,DC,,CERTIFIED
I-200-18226-334233,08/16/2018,08/22/2018,H-1B,08/21/2018,08/20/2021,ACCENTURE LLP,N/A,161 N CLARK STREET,CHICAGO,IL,UNITED STATES OF AMERICA,N/A,0013126930,,N,",",,,INFORMATION TECHNOLOGY PROJECT MANAGER 3,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",5416,1,0,0,0,0,0,1,Y,85238,Level III,OES,2018,OFLC ONLINE DATA CENTER',90600,0,N,N,NA,Y,HILLSBORO,WASHINGTON,OR,,CERTIFIED
I-200-18221-431573,08/10/2018,08/16/2018,H-1B,01/25/2019,01/25/2022,CPSG PARTNERS LLC D/B/A MERCER DIGITAL,N/A,5001 SPRING VALLEY ROAD,DALLAS,TX,UNITED STATES OF AMERICA,N/A,2012846561,,Y,"ROSENBERG, HYLA",NEW YORK,NY,WORKDAY CONSULTANT,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,0,1,0,0,0,Y,77066,N/A,Other,2017,MERCER BENCHMARK DATABASE SURVEY,78000,105000,N,N,NA,Y,DALLAS,DALLAS,TX,,CERTIFIED
I-203-18191-614941,07/12/2018,07/16/2018,E-3 Australian,10/01/2018,10/01/2020,POTORAC LAW OFFICES,SAME,701 WEST BROAD STREET,FALLS CHURCH,VA,UNITED STATES OF AMERICA,,7035343424,,N,",",,,PARALEGAL,23-2011,PARALEGALS AND LEGAL ASSISTANTS,541199,1,1,0,0,0,0,0,Y,15,Level I,OES,2017,,15,21,,,,,FALLS CHURCH,CITY OF FALLS CHURCH,VA,,DENIED
I-203-18223-821543,08/11/2018,08/14/2018,E-3 Australian,09/10/2018,08/21/2020,S A S SERVICES GROUP INC.,,8939 S SEPULVEDA BLVD #500,LOS ANGELES,CA,UNITED STATES OF AMERICA,,3103372991,,N,",",,,INFORMATION TECHNOLOGY  MANAGER,11-3021,COMPUTER AND INFORMATION SYSTEMS MANAGERS,48811,1,1,0,0,0,0,0,Y,0,N/A,OES,,OFLC ONLINE DATA CENTER,120000,140000,,,,,LOS ANGELES,LOS ANGELES,CA,,DENIED
I-200-18222-139036,08/10/2018,08/16/2018,H-1B,10/31/2018,10/31/2021,SOFTSOL RESOURCES INC.,,46755 FREMONT BLVD.,FREMONT,CA,UNITED STATES OF AMERICA,,5108242011,,Y,"GOVIL, SWATI",SUNNYVALE,CA,BUSINESS ANALYST,15-1199.09,INFORMATION TECHNOLOGY PROJECT MANAGERS,541511,1,0,1,0,0,0,0,Y,148803,Level IV,OES,2018,OFLC ONLINE DATA CENTER,149000,0,Y,N,Y,Y,SAN JOSE,SANTA CLARA,CA,,CERTIFIED
I-200-18183-607923,08/17/2018,08/23/2018,H-1B,10/23/2018,10/22/2021,"PAYPAL, INC.",,2211 NORTH FIRST ST.,SAN JOSE,CA,UNITED STATES OF AMERICA,,4089672992,,Y,"CHEONG, SARAH",ARLINGTON,VA,"MTS 1, SOFTWARE ENGINEER",15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",522320,1,0,1,0,0,0,0,Y,151009,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY-CUSTOM REPORT,151009,0,N,N,NA,,SAN JOSE,SANTA CLARA,CA,,CERTIFIED
I-200-18221-993641,08/10/2018,08/16/2018,H-1B,08/20/2018,08/20/2021,"FACEBOOK, INC.",,1 HACKER WAY,MENLO PARK,CA,UNITED STATES OF AMERICA,N/A,4085335781,,Y,"CHAUDHRY, SHEHRYAR",SAN FRANCISCO,CA,SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",518112,1,0,0,0,0,1,0,Y,164458,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,190000,0,Y,N,Y,,MENLO PARK,SAN MATEO,CA,,CERTIFIED
I-200-18226-868208,08/16/2018,08/22/2018,H-1B,12/02/2018,12/01/2021,EMC CORPORATION,,ONE DELL WAY,ROUND ROCK,TX,UNITED STATES OF AMERICA,,9725776754,,Y,"SHEPHERD, PHILIP",ATLANTA,GA,PRINCIPAL SOFTWARE ENGINEER-IT,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",42343,1,0,1,0,0,0,0,Y,111011,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,124972.57,0,N,N,NA,Y,SOUTHBOROUGH,WORCESTER,MA,,CERTIFIED
I-200-18207-115900,08/16/2018,08/22/2018,H-1B,10/22/2018,10/21/2021,"LAUREATE EDUCATION, INC.",,650 S EXETER STREET,BALTIMORE,MD,UNITED STATES OF AMERICA,,4436277769,,Y,"ZHANG, SUFEN",BALTIMORE,MD,STUDENT INFORMATION SYSTEMS INTEGRATION ENGINEER,15-1133,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",611310,1,0,0,1,0,0,0,Y,110100,N/A,Other,2018,US MBD MERCER BENCHMARK DATABASE IT SURVEY,111000,115000,N,N,,,COLONIA,MIDDLESEX,NJ,,CERTIFIED
I-200-18225-478702,08/14/2018,08/20/2018,H-1B,08/20/2018,08/19/2021,ACCENTURE LLP,N/A,161 N CLARK STREET,CHICAGO,IL,UNITED STATES OF AMERICA,N/A,0013126930,,N,",",,,EXECUTIVE FUNCTIONAL CONSULTANT,15-1121,COMPUTER SYSTEMS ANALYSTS,5416,1,0,0,0,0,0,1,Y,91333,Level IV,OES,2018,OFLC ONLINE DATA CENTER',121500,0,N,N,NA,Y,MAUMEE,LUCAS,OH,,CERTIFIED
I-200-18213-162388,08/01/2018,08/07/2018,H-1B,08/01/2018,08/01/2021,"MASTECH DIGITAL ALLIANCES, INC., A MASTECH DIGITAL, INC. COMPANY","MASTECH DIGITAL ALLIANCES, INC.",1305 CHERRINGTON PARKWAY,MOON TOWNSHIP,PA,UNITED STATES OF AMERICA,,4127872100,9553,N,",",,,SENIOR SOFTWARE DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,6,1,1,1,1,1,1,Y,50.69,Level III,OES,2018,OFLC (ONLINE DATA CENTER),50.69,0,Y,N,Y,Y,AUSTIN,TRAVIS,TX,,CERTIFIED
I-200-18229-278911,08/23/2018,08/29/2018,H-1B,08/24/2018,08/23/2021,DELOITTE & TOUCHE LLP,N/A,1700 MARKET STREET,PHILADELPHIA,PA,UNITED STATES OF AMERICA,N/A,6179608170,,Y,"POORAK, SHARON",ATLANTA,GA,MASTER BUSINESS ANALYST,11-3031,FINANCIAL MANAGERS,54121,3,0,1,1,0,1,0,Y,142300,N/A,Other,2017,WILLIS TOWERS WATSON: SUPERVISORY AND MIDDLE MGMT. COMP. SURVEY,153800,0,N,N,NA,,JERSEY CITY,HUDSON,NJ,,CERTIFIED
I-200-18234-753788,08/23/2018,08/29/2018,H-1B,09/01/2018,09/01/2021,OATH HOLDINGS INC.,,701 FIRST AVENUE,SUNNYVALE,CA,UNITED STATES OF AMERICA,,4083493300,,Y,"KIVUVANI, SUSAN",RICHARDSON,TX,SR. SOFTWARE DEV ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",519130,1,0,0,0,0,0,1,Y,154507,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,154507,222500,N,N,NA,Y,SUNNYVALE,SANTA CLARA,CA,,CERTIFIED
I-200-18234-892234,08/23/2018,08/29/2018,H-1B,08/24/2018,08/23/2021,SAPIENT CORPORATION,,131 DARTMOUTH STREET,BOSTON,MA,UNITED STATES OF AMERICA,,617963631447,,Y,"SALDIVAR, MELISSA",MCLEAN,VA,SENIOR ASSOCIATE TECHNOLOGY L2,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541512,1,0,0,0,0,0,1,Y,103200,N/A,Other,2017,WILLIS TOWERS WATSON 2017 PROF. (TECHNICAL & OPERATIONS) COMPENSATION,111300,0,N,N,NA,,NEW YORK,NEW YORK,NY,,CERTIFIED
I-200-18200-672485,07/26/2018,08/01/2018,H-1B,10/13/2018,10/12/2021,"CAREMARK, LLC",N/A,ONE CVS DRIVE,WOONSOCKET,RI,UNITED STATES OF AMERICA,,4017703511,,Y,"SCHECHTER, REBECCA",MCLEAN,VA,"SENIOR ANALYST, APPLICATION DEVELOPMENT",15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",424210,1,0,1,0,0,0,0,Y,62442,Level II,OES,2018,OFLC ONLINE DATA CENTER,62442,120000,N,N,NA,Y,SOLON,CUYAHOGA,OH,,CERTIFIED
I-200-18199-787522,07/26/2018,08/01/2018,H-1B,12/02/2018,12/02/2021,"ANTHEM, INC.",,220 VIRGINIA AVENUE,INDIANAPOLIS,IN,UNITED STATES OF AMERICA,,2124761343,,Y,"LOVE, IAN",CHICAGO,IL,DEVELOPER ADVISOR,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",524114,1,0,1,0,0,0,0,Y,100300,N/A,Other,2017,WILLIS TOWERS WATSON: PROFESSIONAL (TECHNICAL & OPERATIONS) COMPENSATION SURV,100300,122897.8,N,N,NA,Y,COLUMBIA,HOWARD,MH,,CERTIFIED
I-200-18220-338736,08/08/2018,08/14/2018,H-1B,09/10/2018,09/06/2021,"MSID U.S, INC",,9 W WASHINGTON STE 411,CHICAGO,IL,UNITED STATES OF AMERICA,,5612145888,,Y,"CHAUBEY, SANJAY",NEW YORK,NY,SAP LOGISTICS ANALYST,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,1,0,0,0,0,0,Y,74381,Level III,Other,2018,OFLC ONLINE DATA CENTER,80000,0,N,N,,Y,COTTONDALE,TUSCALOOSA,AL,,CERTIFIED
I-200-18220-120887,08/09/2018,08/15/2018,H-1B,08/15/2018,08/14/2021,ACCENTURE LLP,N/A,161 N CLARK STREET,CHICAGO,IL,UNITED STATES OF AMERICA,N/A,0013126930,,N,",",,,COMPUTER SYSTEMS ANALYST 3,15-1121,COMPUTER SYSTEMS ANALYSTS,5416,1,0,1,0,0,0,0,Y,100090,Level III,OES,2018,OFLC ONLINE DATA CENTER',100090,0,N,N,NA,Y,EAST HANOVER,MORRIS,NJ,,CERTIFIED
I-200-18199-696337,07/19/2018,07/25/2018,H-1B,07/30/2018,07/30/2021,"SAP AMERICA, INC.",,3999 WEST CHESTER PIKE,NEWTOWN SQUARE,PA,UNITED STATES OF AMERICA,,6106613031,,Y,"RALSTON, C. WILLIAM",MATAWAN,NJ,"AMERICAS BUSINESS SUPPORT EXPERT, SAP SALES TECH & SUPPORT",41-9031,SALES ENGINEERS,54151,1,0,0,0,0,0,1,Y,69072,N/A,Other,2017,2017 US MERCER BENCHMARK DATABASE SALES/MARKETING/COMMUNICATIONS SALARY SURVEY,73398,0,N,N,NA,,NEWTOWN SQUARE,DELAWARE,PA,,CERTIFIED
I-200-18200-559483,07/19/2018,07/25/2018,H-1B,09/30/2018,09/29/2021,THE BHUTAN FOUNDATION,N/A,"21 DUPONT CIRCLE, NW",WASHINGTON,DC,UNITED STATES OF AMERICA,N/A,2026097363,,Y,"HOFFMAN, LINDA",WASHINGTON,DC,"PROGRAM  SERVICES MANAGER,CONSERVATION",11-9121,NATURAL SCIENCES MANAGERS,813312,1,0,1,0,0,0,0,Y,92290,Level II,OES,2018,OFLC ONLINE DATA CENTER ACWIA,92500,0,N,N,NA,Y,WASHINGTON,N/A,DC,,CERTIFIED
I-200-18225-543649,08/20/2018,08/24/2018,H-1B,08/21/2018,08/20/2021,DELOITTE & TOUCHE LLP,N/A,1700 MARKET STREET,PHILADELPHIA,PA,UNITED STATES OF AMERICA,N/A,6179608170,,Y,"POORAK, SHARON",ATLANTA,GA,ADVISORY SENIOR CONSULTANT,15-1122,INFORMATION SECURITY ANALYSTS,54121,3,0,1,1,0,1,0,Y,75092,N/A,Other,2017,MILLIMAN: NORTHWEST TECHNOLOGY SURVEY,85000,0,N,N,NA,,SEATTLE,KING,WA,,CERTIFIED
I-200-18177-191964,07/30/2018,08/03/2018,H-1B,01/28/2019,01/28/2022,"AMDOCS, INC.",,1390 TIMBERLAKE MANOR PARKWAY,CHESTERFIELD,MO,UNITED STATES OF AMERICA,,3142127000,,Y,"LO, TZU-KAI",CHICAGO,IL,SENIOR RF ENGINEER,17-2071,ELECTRICAL ENGINEERS,541511,1,0,1,0,0,0,0,Y,88869,N/A,Other,2018,DIETRICH 2018 SPRING ENGINEERING SALARY SURVEY,88869,0,N,N,NA,,SAN RAMON,CONTRA COSTA,CA,,CERTIFIED
I-200-18197-270852,07/16/2018,07/20/2018,H-1B,07/17/2018,07/16/2021,"CONCORDIA ANESTHESIOLOGY, INC.",,120 OTTLEY DRIVE NE,ATLANTA,GA,UNITED STATES OF AMERICA,,4049836897,,Y,"ALLEN, AUDREY",CONSHOHOCKEN,PA,ANESTHOLOGIST,29-1061,ANESTHESIOLOGISTS,6211,1,0,0,0,0,1,0,Y,128.26,Level III,Other,2018,OFLC ONLINE DATA CENTER,129,0,N,N,NA,Y,OKEECHOBEE,OKEECHOBEE,FL,,CERTIFIED
I-200-18229-359095,08/17/2018,08/20/2018,H-1B,08/24/2018,08/24/2021,VIRTUSA CORPORATION,,132 TURNPIKE RD,SOUTHBOROUGH,MA,UNITED STATES OF AMERICA,,5083897451,,Y,"CARTER, KIRK",FRAMINGHAM,MA,APPLICATION DEVELOPER 2,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,5,0,0,0,0,0,5,Y,89960,Level II,Other,2018,OFLC ONLINE DATA CENTER,81266,100000,Y,N,Y,Y,SUNRISE,BROWARD,FL,,DENIED
I-200-18191-614821,08/22/2018,08/28/2018,H-1B,02/21/2019,02/20/2022,DELOITTE TAX LLP,N/A,1700 MARKET STREET,PHILADELPHIA,PA,UNITED STATES OF AMERICA,N/A,6179608170,,Y,"POORAK, SHARON",ATLANTA,GA,TAX SENIOR,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",54121,3,0,1,1,0,1,0,Y,84083,N/A,Other,2017,MILLIMAN: NORTHWEST TECHNOLOGY SURVEY,84083,0,N,N,NA,,SEATTLE,KING,WA,,CERTIFIED
I-203-18211-042853,07/30/2018,08/01/2018,E-3 Australian,08/13/2018,10/10/2018,"THE OFFICE PERFORMING ARTS + FILM, INC.",,130 JANE ST #5J,NEW YORK,NY,UNITED STATES OF AMERICA,,2123379953,,N,",",,,COMPANY MANAGER,27-1019,"ARTISTS AND RELATED WORKERS, ALL OTHER",71119,1,1,0,0,0,0,0,Y,37.02,Level I,OES,2018,,1650,0,,,,,NEW YORK,NY,NY,,DENIED
I-200-18172-582865,07/27/2018,08/02/2018,H-1B,10/25/2018,10/25/2021,"WESTERN DIGITAL TECHNOLOGIES, INC.",N/A,951 SANDISK DRIVE,MILPITAS,CA,UNITED STATES OF AMERICA,,4088012394,,Y,"KIKUTA, JEFFREY",LOS ANGELES,CA,"ANALYST 4, BUSINESS APPLICATIONS",15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",334112,15,0,5,5,0,0,5,Y,125356,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,125356,135000,N,N,NA,,IRVINE,ORANGE,CA,,CERTIFIED
I-200-18207-807178,07/26/2018,09/13/2018,H-1B,07/30/2018,07/29/2021,VISA TECHNOLOGY & OPERATIONS LLC,,900 METRO CENTER BOULEVARD,FOSTER CITY,CA,UNITED STATES OF AMERICA,,6504323200,,Y,"WESTGARD, DANIELLE",RICHARDSON,TX,SR. SYSTEMS ADMINISTRATOR,15-1133,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",522320,1,0,0,1,0,0,0,Y,107680,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,107680,114957.87,N,N,NA,,HIGHLANDS RANCH,DOUGLAS,CO,07/30/2018,CERTIFIED-WITHDRAWN
I-200-18230-100901,08/21/2018,08/23/2018,H-1B,08/23/2018,08/22/2021,"HCL AMERICA, INC.",N/A,330 POTRERO AVENUE,SUNNYVALE,CA,UNITED STATES OF AMERICA,N/A,4087330480,,Y,"ANNICELLI, SAPNA",BOSTON,MA,SYSTEMS ANALYST - III,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,20,5,5,0,0,5,5,Y,100090,Level III,OES,2018,OFLC ONLINE DATA CENTER,100090,0,Y,N,Y,,BERKELEY HEIGHTS,UNION,NJ,,DENIED
I-200-18233-638371,08/21/2018,08/27/2018,H-1B,09/01/2018,08/31/2021,"TEXAS A&AMP;M ENGINEERING EXPERIMENT STATION, PART OF TAMUS ENGINEERING PR",,3467 TAMU,COLLEGE STATION,TX,UNITED STATES OF AMERICA,,9794587696,,Y,"MURUR, SHILPA",COLLEGE STATION,TX,RESEARCH ASSOCIATE,19-1029,"BIOLOGICAL SCIENTISTS, ALL OTHER",54171,1,0,0,0,0,1,0,Y,31450,Level I,OES,2018,OFLC ONLINE DATA CENTER,38000.04,0,N,N,NA,Y,COLLEGE STATION,BRAZOS,TX,,CERTIFIED
I-200-18207-252233,07/26/2018,08/01/2018,H-1B,10/03/2018,10/02/2021,"GUPTA & ASSOCIATES, INC.",,13717 NEUTRON ROAD,DALLAS,TX,UNITED STATES OF AMERICA,,9724907661,,Y,"TAYLOR, PAIGE",ADDISON,TX,PROJECT ENGINEER I,17-2071,ELECTRICAL ENGINEERS,541330,1,0,1,0,0,0,0,Y,63862,N/A,Other,2018,DIETRICH SPRING 2018  ENGINEERING SALARY SURVEY,63862,0,N,N,NA,,DALLAS,DALLAS,TX,,CERTIFIED
I-200-18207-714644,07/26/2018,08/01/2018,H-1B,09/01/2018,08/31/2021,THE VALLEY FOUNDATION,NA,301 GOVERNOR'S DRIVE SW,HUNTSVILLE,AL,UNITED STATES OF AMERICA,NA,2565397757,,N,",",,,ASSISTANT PROFESSOR,25-1071,"HEALTH SPECIALTIES TEACHERS, POSTSECONDARY",62111,1,0,1,0,0,0,0,Y,59713,Level III,Other,2018,OFLC ONLINE DATA CENTER,81689,0,N,N,NA,Y,HUNTSVILLE,MADISON,AL,,CERTIFIED
I-200-18184-833054,07/03/2018,07/10/2018,H-1B,07/10/2018,07/09/2021,"FUJITSU AMERICA, INC.",,2821 TELECOM PARKWAY,RICHARDSON,TX,UNITED STATES OF AMERICA,,8009446055,,N,",",,,"COMPUTER SOFTWARE ENGINEER, APPLICATIONS",15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,15,0,5,0,0,5,5,Y,75872,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,75872,0,N,N,NA,,OWENSBORO,DAVIESS,KY,,CERTIFIED
I-201-18198-513194,08/17/2018,08/22/2018,H-1B1 Chile,10/01/2018,10/01/2021,"AMUNDI PIONEER DISTRIBUTORS, INC.",,60 STATE STREET,BOSTON,MA,UNITED STATES OF AMERICA,,6174224530,,Y,"GRANT, KIMBERLY",NEW YORK,NY,REGIONAL VICE PRESIDENT - OFFSHORE,41-3031,"SECURITIES, COMMODITIES, AND FINANCIAL SERVICES",523930,1,1,0,0,0,0,0,Y,61000,N/A,Other,2017,US MBD MERCER BENCHMARK DATABASE NORTHEAST REGION SURVEY,70500,0,,,,,BROOKLYN,NEW YORK,NY,,DENIED
I-200-18204-829210,07/23/2018,07/27/2018,H-1B,08/01/2018,07/31/2021,PRINCIPLE INFORMATION TECHNOLOGY COMPANY,,9301 SOUTHWEST FREEWAY,HOUSTON,TX,UNITED STATES OF AMERICA,,8328491120,,Y,"NGUYEN, KHOA",HOUSTON,TX,APPLICATION DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541519,1,0,0,0,0,0,1,Y,91915,Level II,OES,2018,OFLC ONLINE DATA CENTER,113318,0,N,N,NA,,HOUSTON,HARRIS,TX,,CERTIFIED
I-200-18207-927673,07/26/2018,08/01/2018,H-1B,08/13/2018,08/12/2020,CYBERBRAINS INC,N/A,6400 GLENWOOD,OVERLAND PARK,KS,UNITED STATES OF AMERICA,N/A,8166129354,,N,",",,,SOFTWARE DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,1,0,0,0,0,0,Y,84698,Level II,Other,2018,ONLINE WAGE LIBARARY,85000,85000,Y,N,Y,Y,NORWOOD,NORFOLK,MA,,CERTIFIED
I-200-18211-873098,07/30/2018,08/03/2018,H-1B,10/15/2018,10/14/2021,R2 TECHNOLOGIES CORPORATION,,6515 SHILOH ROAD,ALPHARETTA,GA,UNITED STATES OF AMERICA,,4702427168,102,N,",",,,SENIOR SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,1,0,0,0,0,Y,49.76,Level III,Other,2018,OFLC ONLINE DATA CENTER,60.44,0,Y,Y,Y,Y,IPSWICH,ESSEX,MA,,CERTIFIED
I-203-18199-290017,07/26/2018,08/01/2018,E-3 Australian,08/10/2018,08/10/2020,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,,277 PARK AVENUE,NEW YORK,NY,UNITED STATES OF AMERICA,,2128109824,,Y,"KOENIG, LISA",NEW YORK,NY,"HEAD OF FX INVESTOR SALES, AMERICA",11-3031,FINANCIAL MANAGERS,5221,1,0,1,0,0,0,0,Y,259834,Level IV,OES,2018,OFLC ONLINE DATA CENTER,259834,325000,,,,,NEW YORK,NEW YORK,NY,,CERTIFIED
I-200-18227-728314,08/15/2018,08/21/2018,H-1B,08/15/2018,08/15/2021,"MASTECH DIGITAL TECHNOLOGIES, INC., A MASTECH DIGITAL, INC. COMPANY","MASTECH DIGITAL TECHNOLOGIES, INC.",1305 CHERRINGTON PARKWAY,MOON TOWNSHIP,PA,UNITED STATES OF AMERICA,,4127872100,9553,N,",",,,SENIOR SOFTWARE DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,6,1,1,1,1,1,1,Y,47.1,Level III,OES,2018,OFLC (ONLINE DATA CENTER),47.1,0,Y,N,Y,Y,PHOENIX,MARICOPA,AZ,,CERTIFIED
